Order ID,Order Date,Customer ID,Customer Name,City,State,Country,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Order Priority
IN-2013-79292,8/12/2013,DL-13330,Denise Leinenbach,Panipat,Haryana,India,OFF-AR-10003774,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",? 137.07,3,? 56.16,High
IN-2013-63829,8/1/2013,DW-13480,Dianna Wilson,Ulhasnagar,Maharashtra,India,FUR-FU-10000496,Furniture,Furnishings,"Eldon Clock, Duo Pack",? 509.22,9,? 239.22,Medium
IN-2014-66510,3/11/2014,SC-20380,Shahid Collister,Delhi,Delhi,India,TEC-AC-10003951,Technology,Accessories,"Logitech Numeric Keypad, USB",? 139.59,3,? 69.75,Medium
IN-2014-41723,8/7/2014,IL-15100,Ivan Liston,Bhilai,Chhattisgarh,India,OFF-BI-10004651,Office Supplies,Binders,"Cardinal Binding Machine, Clear",? 196.92,4,? 90.48,Medium
IN-2013-61841,4/26/2013,CM-12385,Christopher Martinez,Bangalore,Karnataka,India,TEC-PH-10003430,Technology,Phones,"Cisco Speaker Phone, VoIP",? 277.14,2,? 38.76,High
IN-2014-14003,5/26/2014,GH-14425,Gary Hwang,Dewas,Madhya Pradesh,India,OFF-PA-10000924,Office Supplies,Paper,"Green Bar Message Books, Multicolor",? 50.40,2,? 3.00,Critical
IN-2011-31496,1/26/2011,NM-18445,Nathan Mautz,Hyderabad,Telangana,India,OFF-PA-10000070,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",? 79.38,3,? 25.38,High
IN-2014-34653,5/30/2014,NK-18490,Neil Knudson,Durg,Chhattisgarh,India,TEC-PH-10004300,Technology,Phones,"Apple Office Telephone, Cordless",? 204.39,3,? 96.03,Medium
IN-2013-26785,8/16/2013,RA-19885,Ruben Ausman,Vadodara,Gujarat,India,OFF-BI-10001399,Office Supplies,Binders,"Avery Binder Covers, Clear",? 52.65,5,? 8.85,High
IN-2014-53707,5/29/2014,DJ-13630,Doug Jacobs,Guntur,Andhra Pradesh,India,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",? 149.58,1,? 14.94,Medium
IN-2011-10426,7/6/2011,MT-18070,Michelle Tran,Bangalore,Karnataka,India,OFF-ST-10004331,Office Supplies,Storage,"Eldon Folders, Single Width",? 34.02,2,? 3.36,Critical
IN-2012-43165,1/24/2012,MM-17260,Magdelene Morse,Puducherry,Puducherry,India,FUR-BO-10004161,Furniture,Bookcases,"Bush Corner Shelving, Mobile",? 253.02,2,? 5.04,Medium
ID-2014-23642,10/31/2014,KC-16255,Karen Carlisle,Mumbai,Maharashtra,India,FUR-CH-10004580,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",? 86.90,3,-? 33.08,High
IN-2013-58873,8/6/2013,KH-16510,Keith Herrera,Patiala,Punjab,India,OFF-SU-10002448,Office Supplies,Supplies,"Stiletto Trimmer, High Speed",? 171.00,4,? 32.40,Medium
IN-2014-19673,3/21/2014,NH-18610,Nicole Hansen,Thiruvananthapuram,Kerala,India,OFF-BI-10004666,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",? 100.92,2,? 45.36,High
IN-2012-32280,10/15/2012,WB-21850,William Brown,Chandigarh,Chandigarh,India,FUR-CH-10001204,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",? 195.78,2,? 76.32,Medium
IN-2012-43081,4/7/2012,JS-15685,Jim Sink,Delhi,Delhi,India,TEC-CO-10000565,Technology,Copiers,"Canon Fax and Copier, Color",? 192.78,1,? 92.52,Medium
IN-2014-11427,6/13/2014,ED-13885,Emily Ducich,Indore,Madhya Pradesh,India,FUR-FU-10000496,Furniture,Furnishings,"Eldon Clock, Duo Pack",? 169.74,3,? 79.74,Medium
IN-2011-74994,5/26/2011,AG-10495,Andrew Gjertsen,Ludhiana,Punjab,India,TEC-AC-10004016,Technology,Accessories,"Memorex Flash Drive, Programmable",? 185.40,6,? 44.46,Medium
IN-2011-53203,12/21/2011,AH-10195,Alan Haines,Delhi,Delhi,India,FUR-FU-10000921,Furniture,Furnishings,"Advantus Door Stop, Erganomic",? 43.65,1,? 3.90,Critical
IN-2011-55275,11/8/2011,NP-18700,Nora Preis,Sonipat,Haryana,India,OFF-EN-10002540,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, with clear poly window",? 53.76,4,? 17.64,Medium
IN-2012-53042,4/14/2012,FG-14260,Frank Gastineau,Aurangabad,Maharashtra,India,OFF-LA-10002875,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",? 71.04,8,? 21.84,High
ID-2012-65236,8/28/2012,AA-10375,Allen Armold,Mumbai,Maharashtra,India,FUR-BO-10000208,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",? 185.27,3,-? 81.59,Medium
IN-2013-12092,5/7/2013,JK-15625,Jim Karlsson,Visakhapatnam,Andhra Pradesh,India,TEC-AC-10004938,Technology,Accessories,"Belkin Mouse, Bluetooth",? 284.97,7,? 39.69,Medium
IN-2011-76198,1/26/2011,AA-10645,Anna Andreadi,Hyderabad,Telangana,India,OFF-AR-10002256,Office Supplies,Art,"BIC Sketch Pad, Easy-Erase",? 342.51,7,? 54.60,Low
IN-2011-76961,6/17/2011,RE-19450,Richard Eichhorn,Delhi,Delhi,India,TEC-PH-10001725,Technology,Phones,"Motorola Speaker Phone, Cordless",? 265.26,2,? 13.26,Low
IN-2012-67609,9/28/2012,MY-17380,Maribeth Yedwab,Srinagar,Jammu and Kashmir,India,FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",? 289.32,2,? 49.14,Medium
IN-2014-49675,3/1/2014,LB-16795,Laurel Beltran,Ratlam,Madhya Pradesh,India,TEC-MA-10003632,Technology,Machines,"Epson Calculator, Wireless",? 185.64,4,? 90.96,Medium
IN-2014-24622,10/22/2014,MM-17920,Michael Moore,Bijapur,Karnataka,India,OFF-BI-10003025,Office Supplies,Binders,"Cardinal Binding Machine, Durable",? 205.08,4,? 36.84,Medium
IN-2011-78823,9/15/2011,ME-17725,Max Engle,Raipur,Rajasthan,India,OFF-ST-10000220,Office Supplies,Storage,"Rogers Shelving, Industrial",? 187.83,3,? 33.75,Medium
IN-2011-62982,3/30/2011,VG-21790,Vivek Gonzalez,Durgapur,West Bengal,India,TEC-AC-10001835,Technology,Accessories,"Belkin Mouse, Programmable",? 126.63,3,? 17.64,Medium
IN-2013-33302,5/17/2013,SZ-20035,Sam Zeldin,Kalyan,Maharashtra,India,FUR-CH-10000825,Furniture,Chairs,"SAFCO Chairmat, Red",? 119.64,2,? 46.62,High
IN-2014-18777,9/4/2014,MZ-17515,Mary Zewe,Brahmapur,Odisha,India,OFF-BI-10003025,Office Supplies,Binders,"Cardinal Binding Machine, Durable",? 102.54,2,? 18.42,Medium
IN-2014-10475,7/11/2014,TH-21100,Thea Hendricks,Madurai,Tamil Nadu,India,OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",? 43.20,5,? 1.20,Critical
IN-2014-70724,6/5/2014,CC-12370,Christopher Conant,Solapur,Maharashtra,India,OFF-SU-10002709,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",? 118.20,4,? 48.36,Medium
IN-2014-50480,10/10/2014,JW-15955,Joni Wasserman,Akola,Maharashtra,India,OFF-EN-10004424,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",? 95.64,2,? 14.34,Low
IN-2013-78809,1/22/2013,AG-10900,Arthur Gainer,Pune,Maharashtra,India,OFF-PA-10001327,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",? 144.99,3,? 12.96,High
IN-2013-54757,10/29/2013,AR-10825,Anthony Rawles,Pune,Maharashtra,India,FUR-CH-10001756,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",? 96.90,2,? 41.64,High
IN-2014-71256,5/1/2014,NM-18445,Nathan Mautz,Guwahati,Assam,India,OFF-EN-10004473,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",? 194.64,4,? 9.72,Medium
IN-2014-77339,6/10/2014,JC-16105,Julie Creighton,Thane,Maharashtra,India,OFF-LA-10002765,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",? 61.95,7,? 7.35,Medium
IN-2014-52412,10/2/2014,SC-20020,Sam Craven,Dehra Dun,Uttarakhand,India,TEC-MA-10000776,Technology,Machines,"Okidata Calculator, Wireless",? 156.87,3,? 39.15,Medium
IN-2014-50179,10/13/2014,JR-15700,Jocasta Rupert,Coimbatore,Tamil Nadu,India,TEC-CO-10000778,Technology,Copiers,"Sharp Fax and Copier, Color",? 340.08,2,? 33.96,Medium
IN-2014-76016,9/26/2014,VG-21805,Vivek Grady,Thiruvananthapuram,Kerala,India,OFF-PA-10004741,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",? 210.24,4,? 10.44,Medium
IN-2012-49801,6/6/2012,JS-16030,Joy Smith,Agra,Uttar Pradesh,India,OFF-BI-10004454,Office Supplies,Binders,"Cardinal Binder Covers, Clear",? 80.22,7,? 35.28,High
IN-2014-38531,8/20/2014,MV-18190,Mike Vittorini,Delhi,Delhi,India,OFF-AP-10003032,Office Supplies,Appliances,"Hoover Stove, Red","? 3,410.82",6,? 136.26,Medium
IN-2011-43109,9/27/2011,WB-21850,William Brown,Amravati,Maharashtra,India,FUR-CH-10002207,Furniture,Chairs,"Hon Chairmat, Set of Two",? 173.34,3,? 76.23,Medium
IN-2011-47309,8/31/2011,PW-19240,Pierre Wener,Chennai,Tamil Nadu,India,OFF-BI-10003142,Office Supplies,Binders,"Acco Binder Covers, Clear",? 76.68,6,? 0.00,High
IN-2013-53455,6/19/2013,CR-12730,Craig Reiter,Moradabad,Uttar Pradesh,India,TEC-PH-10002154,Technology,Phones,"Cisco Headset, Full Size",? 179.46,2,? 43.02,Medium
IN-2012-43165,1/24/2012,MM-17260,Magdelene Morse,Puducherry,Puducherry,India,OFF-ST-10002240,Office Supplies,Storage,"Fellowes Shelving, Blue",? 231.36,4,? 64.68,Medium
IN-2014-34842,8/18/2014,DS-13030,Darrin Sayre,Varanasi,Uttar Pradesh,India,OFF-AP-10002017,Office Supplies,Appliances,"Cuisinart Blender, Red",? 267.96,4,? 48.12,Medium
IN-2014-34653,5/30/2014,NK-18490,Neil Knudson,Durg,Chhattisgarh,India,OFF-AR-10002417,Office Supplies,Art,"Boston Sketch Pad, Water Color",? 155.34,3,? 17.01,Medium
IN-2012-43291,11/27/2012,GB-14575,Giulietta Baptist,Bilaspur,Uttar Pradesh,India,OFF-SU-10001686,Office Supplies,Supplies,"Kleencut Trimmer, Easy Grip",? 129.15,3,? 23.22,Medium
IN-2014-26918,10/13/2014,MC-17575,Matt Collins,Ludhiana,Punjab,India,OFF-PA-10000383,Office Supplies,Paper,"Green Bar Note Cards, Premium",? 62.40,2,? 3.12,High
IN-2012-58432,8/10/2012,AS-10630,Ann Steele,Bhatpara,West Bengal,India,OFF-EN-10003463,Office Supplies,Envelopes,"Jiffy Peel and Seal, Recycled",? 169.29,9,? 65.88,Medium
IN-2013-55933,7/18/2013,AB-10015,Aaron Bergman,Hyderabad,Telangana,India,OFF-ST-10003445,Office Supplies,Storage,"Rogers Folders, Industrial",? 93.51,3,? 2.79,High
IN-2013-48471,2/13/2013,VG-21790,Vivek Gonzalez,Moradabad,Uttar Pradesh,India,OFF-FA-10003980,Office Supplies,Fasteners,"OIC Paper Clips, Metal",? 72.75,5,? 5.70,High
IN-2013-22102,9/13/2013,AH-10195,Alan Haines,Guwahati,Assam,India,OFF-ST-10001534,Office Supplies,Storage,"Smead Folders, Industrial",? 53.91,3,? 24.75,High
IN-2012-74168,10/20/2012,JM-15535,Jessica Myrick,Thane,Maharashtra,India,OFF-AP-10004972,Office Supplies,Appliances,"Breville Coffee Grinder, Red",? 185.58,3,? 59.31,Medium
IN-2014-31622,4/21/2014,SS-20590,Sonia Sunley,Gorakhpur,Uttar Pradesh,India,FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",? 500.40,4,? 245.16,Medium
IN-2014-72313,7/23/2014,CM-12715,Craig Molinari,Sangli,Maharashtra,India,OFF-PA-10003906,Office Supplies,Paper,"Eaton Memo Slips, Premium",? 41.22,3,? 18.54,Critical
IN-2012-26757,1/25/2012,VM-21685,Valerie Mitchum,Visakhapatnam,Andhra Pradesh,India,OFF-ST-10004346,Office Supplies,Storage,"Tenex Shelving, Single Width",? 164.07,3,? 21.24,Medium
IN-2013-60308,11/2/2013,PO-19195,Phillina Ober,Lucknow,Uttar Pradesh,India,OFF-LA-10000615,Office Supplies,Labels,"Hon Removable Labels, Adjustable",? 74.55,7,? 17.85,Medium
IN-2014-36627,8/22/2014,JK-16090,Juliana Krohn,Ajmer,Rajasthan,India,FUR-CH-10004163,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",? 169.44,2,? 33.84,Medium
IN-2014-19981,4/2/2014,CA-12310,Christine Abelman,Meerut,Uttar Pradesh,India,OFF-AR-10004780,Office Supplies,Art,"Stanley Markers, Blue",? 66.60,3,? 31.95,Medium
IN-2014-20870,7/9/2014,EM-14140,Eugene Moren,Malegaon,Maharashtra,India,FUR-FU-10002648,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",? 95.04,4,? 46.56,High
IN-2011-31895,2/18/2011,RD-19900,Ruben Dartt,Jaipur,Rajasthan,India,FUR-CH-10001871,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Set of Two",? 300.42,3,? 18.00,Medium
IN-2012-48240,5/25/2012,GP-14740,Guy Phonely,Delhi,Delhi,India,OFF-LA-10002992,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",? 49.35,5,? 0.45,Critical
IN-2014-32168,8/21/2014,TC-20980,Tamara Chand,Guntur,Andhra Pradesh,India,FUR-FU-10002928,Furniture,Furnishings,"Eldon Light Bulb, Erganomic",? 47.64,2,? 19.50,High
IN-2014-36200,4/23/2014,PC-19000,Pauline Chand,Ratlam,Madhya Pradesh,India,OFF-FA-10002241,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",? 75.36,4,? 25.56,Low
IN-2014-62660,1/15/2014,JB-16045,Julia Barnett,Bhiwandi,Maharashtra,India,TEC-AC-10001703,Technology,Accessories,"Memorex Keyboard, USB",? 143.10,2,? 9.96,High
IN-2012-28367,11/28/2012,CS-11950,Carlos Soltero,Bareilly,Uttar Pradesh,India,OFF-FA-10002635,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal",? 27.60,2,? 6.30,Critical
IN-2012-63759,12/1/2012,CS-12460,Chuck Sachs,Aligarh,Uttar Pradesh,India,OFF-SU-10003834,Office Supplies,Supplies,"Stiletto Shears, High Speed",? 336.63,7,? 127.89,Medium
IN-2012-28528,10/1/2012,CA-12775,Cynthia Arntzen,Delhi,Delhi,India,OFF-AP-10001254,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Red",? 211.41,3,? 82.44,Medium
IN-2014-10272,12/2/2014,PS-18760,Pamela Stobb,Moradabad,Uttar Pradesh,India,OFF-AP-10000904,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Silver",? 118.08,3,? 25.92,Medium
IN-2014-44264,10/18/2014,SW-20755,Steven Ward,Bangalore,Karnataka,India,FUR-CH-10001465,Furniture,Chairs,"Hon Swivel Stool, Red",? 163.65,1,? 75.27,Medium
IN-2013-47393,9/11/2013,MH-17455,Mark Hamilton,Bhilai,Chhattisgarh,India,FUR-FU-10002459,Furniture,Furnishings,"Rubbermaid Door Stop, Duo Pack",? 131.58,3,? 15.75,High
IN-2013-65075,3/23/2013,GZ-14470,Gary Zandusky,Ludhiana,Punjab,India,OFF-AR-10004068,Office Supplies,Art,"Boston Markers, Fluorescent",? 193.41,7,? 85.05,Medium
IN-2011-49129,3/21/2011,MV-18190,Mike Vittorini,Nellore,Andhra Pradesh,India,OFF-SU-10004766,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",? 96.78,2,? 44.46,High
IN-2012-57823,12/5/2012,CR-12625,Corey Roper,Pune,Maharashtra,India,OFF-SU-10003651,Office Supplies,Supplies,"Elite Ruler, Serrated",? 94.50,9,? 10.26,High
IN-2014-19673,3/21/2014,NH-18610,Nicole Hansen,Thiruvananthapuram,Kerala,India,OFF-EN-10002425,Office Supplies,Envelopes,"Ames Peel and Seal, Set of 50",? 74.76,4,? 2.16,High
IN-2012-17727,4/16/2012,GH-14425,Gary Hwang,Bangalore,Karnataka,India,OFF-ST-10004464,Office Supplies,Storage,"Eldon Trays, Blue",? 143.91,3,? 63.27,Medium
IN-2012-32805,12/19/2012,AF-10885,Art Foster,Solapur,Maharashtra,India,OFF-BI-10003098,Office Supplies,Binders,"Ibico Binding Machine, Economy",? 154.26,3,? 60.12,High
IN-2014-53000,8/7/2014,JO-15145,Jack O'Briant,Kozhikode,Kerala,India,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",? 140.22,3,? 42.03,Medium
IN-2013-51285,4/18/2013,JP-16135,Julie Prescott,Bikaner,Rajasthan,India,FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",? 144.66,1,? 24.57,Medium
IN-2014-54197,3/31/2014,DB-13405,Denny Blanton,Jaipur,Rajasthan,India,TEC-AC-10001352,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",? 110.70,2,? 12.12,High
IN-2014-10272,12/2/2014,PS-18760,Pamela Stobb,Moradabad,Uttar Pradesh,India,OFF-SU-10002445,Office Supplies,Supplies,"Fiskars Trimmer, High Speed",? 338.40,8,? 97.92,Medium
IN-2012-46448,5/31/2012,SW-20245,Scot Wooten,Fatehpur,Rajasthan,India,OFF-BI-10003806,Office Supplies,Binders,"Avery Index Tab, Clear",? 50.64,8,? 24.24,High
IN-2012-71340,6/25/2012,GT-14710,Greg Tran,Patna,Bihar,India,OFF-SU-10000207,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed",? 69.30,2,? 16.62,High
ID-2014-23642,10/31/2014,KC-16255,Karen Carlisle,Mumbai,Maharashtra,India,OFF-ST-10003411,Office Supplies,Storage,"Eldon Trays, Wire Frame",? 70.56,3,-? 49.41,High
IN-2011-69177,10/27/2011,SG-20080,Sandra Glassco,Gorakhpur,Haryana,India,TEC-MA-10004954,Technology,Machines,"StarTech Calculator, Red",? 185.55,5,? 79.65,Medium
IN-2013-70381,9/30/2013,HJ-14875,Heather Jas,Hyderabad,Telangana,India,OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",? 60.57,3,? 7.83,Low
IN-2011-16341,12/29/2011,NZ-18565,Nick Zandusky,Jamnagar,Gujarat,India,TEC-PH-10000922,Technology,Phones,"Nokia Headset, with Caller ID",? 219.33,3,? 78.93,High
IN-2014-64669,1/20/2014,VP-21730,Victor Preis,Lucknow,Uttar Pradesh,India,OFF-LA-10000506,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",? 54.75,5,? 15.75,High
IN-2012-40946,11/2/2012,PG-18895,Paul Gonzalez,Bhavnagar,Gujarat,India,OFF-BI-10000721,Office Supplies,Binders,"Ibico Binder Covers, Recycled",? 140.10,10,? 5.40,Medium
IN-2011-49129,3/21/2011,MV-18190,Mike Vittorini,Nellore,Andhra Pradesh,India,OFF-EN-10004550,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",? 93.24,2,? 29.82,High
IN-2014-36627,8/22/2014,JK-16090,Juliana Krohn,Ajmer,Rajasthan,India,FUR-CH-10001797,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",? 128.22,2,? 48.72,Medium
IN-2013-59867,9/11/2013,EP-13915,Emily Phan,Jamshedpur,Jharkhand,India,OFF-BI-10004181,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",? 109.32,4,? 12.00,Medium
IN-2013-18483,5/24/2013,ND-18460,Neil Ducich,Raipur,Uttarakhand,India,OFF-AR-10001226,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",? 173.70,6,? 3.42,Medium
IN-2011-77479,8/25/2011,CW-11905,Carl Weiss,Guntur,Andhra Pradesh,India,TEC-AC-10004938,Technology,Accessories,"Belkin Mouse, Bluetooth",? 122.13,3,? 17.01,High
IN-2014-51187,5/20/2014,MN-17935,Michael Nguyen,Kollam,Kerala,India,OFF-EN-10000296,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",? 84.75,5,? 6.75,Critical
IN-2013-61127,12/21/2013,KB-16585,Ken Black,Puducherry,Puducherry,India,OFF-FA-10000838,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes",? 118.20,10,? 0.90,Medium
IN-2014-39434,9/25/2014,JB-15925,Joni Blumstein,Delhi,Delhi,India,OFF-EN-10001162,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",? 77.10,2,? 33.12,Low
IN-2014-13331,11/17/2014,BD-11560,Brendan Dodson,Nagercoil,Tamil Nadu,India,TEC-AC-10001438,Technology,Accessories,"SanDisk Flash Drive, Programmable",? 123.12,3,? 20.88,Medium
IN-2012-55618,12/12/2012,MG-17695,Maureen Gnade,Belgaum,Karnataka,India,OFF-ST-10000007,Office Supplies,Storage,"Fellowes File Cart, Single Width",? 412.02,3,? 206.01,Medium
IN-2014-62716,10/19/2014,RP-19270,Rachel Payne,Ranchi,Jharkhand,India,OFF-AR-10002747,Office Supplies,Art,"Boston Canvas, Fluorescent",? 109.80,2,? 43.92,Medium
IN-2012-29130,6/16/2012,JR-15700,Jocasta Rupert,Kollam,Kerala,India,OFF-ST-10001290,Office Supplies,Storage,"Rogers Shelving, Single Width",? 124.32,2,? 54.66,Medium
IN-2014-68218,10/30/2014,GK-14620,Grace Kelly,Durgapur,West Bengal,India,OFF-PA-10003381,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",? 93.18,2,? 23.28,High
IN-2011-59286,9/26/2011,TD-20995,Tamara Dahlen,Nasik,Maharashtra,India,OFF-FA-10000757,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",? 32.85,3,? 13.41,Critical
IN-2014-63325,9/11/2014,JK-16090,Juliana Krohn,Indore,Madhya Pradesh,India,TEC-AC-10003416,Technology,Accessories,"Memorex Mouse, USB",? 141.90,5,? 4.20,Medium
IN-2013-78935,8/26/2013,AS-10285,Alejandro Savely,Avadi,Tamil Nadu,India,TEC-AC-10002324,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",? 114.66,2,? 4.56,High
IN-2012-71340,6/25/2012,GT-14710,Greg Tran,Patna,Bihar,India,OFF-FA-10004659,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",? 38.88,3,? 12.42,High
IN-2011-22585,8/20/2011,VP-21730,Victor Preis,Hapur,Uttar Pradesh,India,OFF-ST-10004583,Office Supplies,Storage,"Eldon Shelving, Single Width",? 145.35,3,? 7.20,Medium
IN-2012-35752,7/7/2012,OT-18730,Olvera Toch,Raipur,Chhattisgarh,India,OFF-PA-10001944,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",? 178.74,6,? 14.22,Medium
IN-2012-66090,8/31/2012,SH-20635,Stefanie Holloman,Rajkot,Gujarat,India,OFF-AP-10000043,Office Supplies,Appliances,"Cuisinart Toaster, Silver",? 108.42,2,? 43.32,Medium
IN-2014-72565,6/2/2014,MW-18235,Mitch Willingham,Hyderabad,Telangana,India,OFF-BI-10004120,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",? 95.85,3,? 22.95,Medium
IN-2012-37362,6/27/2012,DB-13120,David Bremer,Hubli,Karnataka,India,OFF-BI-10003779,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",? 181.80,6,? 72.72,Medium
IN-2013-32945,12/26/2013,PW-19030,Pauline Webber,Shimoga,Karnataka,India,TEC-AC-10000332,Technology,Accessories,"Logitech Keyboard, USB",? 145.32,2,? 45.00,Medium
IN-2013-58873,8/6/2013,KH-16510,Keith Herrera,Patiala,Punjab,India,FUR-FU-10001619,Furniture,Furnishings,"Advantus Clock, Erganomic",? 200.04,4,? 78.00,Medium
IN-2013-30257,7/30/2013,JR-16210,Justin Ritter,Srinagar,Jammu and Kashmir,India,TEC-AC-10003734,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",? 93.42,2,? 42.96,Medium
IN-2013-22760,6/14/2013,VT-21700,Valerie Takahito,Ajmer,Rajasthan,India,OFF-EN-10002258,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window",? 244.26,6,? 95.22,Medium
IN-2014-46777,1/25/2014,KD-16345,Katherine Ducich,Surat,Gujarat,India,TEC-AC-10004081,Technology,Accessories,"Logitech Keyboard, Bluetooth",? 144.90,2,? 72.42,Medium
IN-2013-50410,1/1/2013,NP-18685,Nora Pelletier,Salem,Tamil Nadu,India,OFF-ST-10003256,Office Supplies,Storage,"Eldon Shelving, Wire Frame",? 94.98,2,? 0.00,Medium
IN-2013-73342,11/13/2013,MH-17290,Marc Harrigan,Tirunelveli,Tamil Nadu,India,OFF-SU-10000283,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip",? 85.14,3,? 13.59,Medium
IN-2013-15683,10/28/2013,LC-16885,Lena Creighton,Bangalore,Karnataka,India,TEC-AC-10000896,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",? 177.75,3,? 30.15,Medium
IN-2013-34268,3/4/2013,LC-16870,Lena Cacioppo,Jodhpur,Rajasthan,India,FUR-BO-10002510,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Mobile",? 291.78,2,? 37.92,Medium
IN-2013-18707,9/18/2013,JF-15190,Jamie Frazer,Indore,Madhya Pradesh,India,FUR-FU-10001447,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",? 157.80,5,? 12.60,Medium
IN-2011-75218,5/31/2011,AH-10465,Amy Hunt,Belgaum,Karnataka,India,OFF-EN-10003498,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",? 138.69,3,? 51.30,Medium
IN-2012-68918,10/18/2012,MA-17995,Michelle Arnett,Pimpri,Maharashtra,India,TEC-MA-10004421,Technology,Machines,"Konica Inkjet, Wireless",? 313.56,1,? 147.36,Medium
IN-2014-65243,12/4/2014,BE-11455,Brad Eason,Moradabad,Uttar Pradesh,India,OFF-PA-10002022,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",? 49.02,2,? 1.44,High
IN-2014-15011,11/26/2014,MC-17635,Matthew Clasen,Udaipur,Tripura,India,OFF-ST-10001124,Office Supplies,Storage,"Fellowes Trays, Wire Frame",? 112.92,2,? 14.64,Medium
IN-2014-19120,3/20/2014,AW-10840,Anthony Witt,Ganganagar,Rajasthan,India,TEC-AC-10001600,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",? 115.50,2,? 49.62,Medium
IN-2014-21920,5/31/2014,BF-11005,Barry Franz,Bangalore,Karnataka,India,OFF-AR-10001132,Office Supplies,Art,"BIC Markers, Blue",? 79.29,3,? 34.83,High
IN-2013-77766,1/7/2013,DJ-13420,Denny Joy,Korba,Chhattisgarh,India,TEC-PH-10002138,Technology,Phones,"Apple Audio Dock, Cordless",? 339.48,2,? 27.12,Medium
IN-2014-42808,11/6/2014,PB-18805,Patrick Bzostek,Jhansi,Uttar Pradesh,India,FUR-CH-10002743,Furniture,Chairs,"Novimex Chairmat, Adjustable",? 235.32,4,? 0.00,Medium
IN-2013-53763,12/27/2013,AR-10510,Andrew Roberts,Durg,Chhattisgarh,India,FUR-FU-10002928,Furniture,Furnishings,"Rubbermaid Clock, Durable",? 141.57,3,? 49.50,Medium
